Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Atributos AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimídia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
olistsp||OSPVCGTV4LASYVEC,Microondas,Micro-Ondas Panasonic Dupla Refeição 27L Prata 220W,"Micro-Ondas Panasonic Dupla Refeição 27L Prata 220W - St55Lmrun Micro-ondas Panasonic Dupla Refeição 27L Prata - ST55LMRUDESCRIÇÃO:Dupla RefeiçãoSabe quando você vai almoçar com alguém e precisa esperar um prato ficar pronto para esquentar o outro A Dupla Refeição foi criada para resolver situações como essa. Com uma grelha removível, a função pode ser ativada para aquecer 300g, 500g e 700g (peso total das duas porções) em pratos diferentes.Retire o utensílio do jeito que colocouCom a tecnologia Pega Fácil, assim que o aquecimento termina, o prato f uma rotação para que você pegue o utensílio exatamente como o deixou.Funciona com preparações de até 5 minutos.Limpe com facilidade com AntiaderenteO micro-ondas ST55L é 4 vezes mais fácil de limpar quando o comparamos com os modelos convencionais, por conta do revestimento antiaderente.ado em laboratório independente creditado considerando os micro-ondas já fabricados pela Panasonic, com revestimento comum. e realizado com sujidade de leite e ovo.Eficiência energética A em consumo de energiaNão se preocupe com o gasto de energia. Com o ST55L, você economiza na conta de luz e o planeta em recursos naturais.ESPECIFICAÇÕES TÉCNICAS:Volume Total (litros): 27Garantia do Fornecedor: 12 mesesVolume Útil (litros): 18Potência Micro-ondas: 800 WNíveis de Potência: 10Eficiência Energética (%): 54,1Cor externa: PrataCor interna: CinzaPorta: SemiespelhadaDisplay (cor): BrancoDiâmetro do prato (cm): 28,8Receitas Pré-Programadas: 3Autodescongelamento: 2 (carne/frango e feijão)Memória: 3Autorreaquecimento: NãoDesodorizador: SimFunção Mudo: NãoAdicionar 30 Seg.: SimRelógio: SimTrava de Segurança Eletrônica: SimAcessórios: Grelha suporteDimensões do Produto (L x A x P em mm): 485,8 x 291,7 x 403,7Dimensões da Embalagem (L x A x P em mm): 530 x 328 x 427Peso aproximado (sem embalagem/em kg): 12,9Peso aproximado (com embalagem/em kg): 13,2Litragem: 27Lançamentos: Sim","{""capacidade"":""27 L"",""cor"":""Prata"",""marca"":""Panasonic""}",27 L,Prata,Panasonic,,,,,,,,,27L,Prata,Panasonic,10,220W,Micro-ondas,Não informado,ST55L,Não informado,"Dupla Refeição, Pega Fácil, Antiaderente, Eficiência Energética A,  Desodorizador, Relógio, Trava de Segurança Eletrônica,  Memória, Autodescongelamento, Adicionar 30 Seg, Função Mudo, Grelha suporte, Semiespelhada, Display cor Branco",Não informado,Panasonic,Prata,27L,10,,,De Bancada
olistsp||OSPD9TVI2W65SFUB,Microondas,Micro-Ondas Mondial 21 Litros Branco Tira Odor 220V,"Micro-ondas mondial 21 litros branco tira odor mo-01-21-w 220v A linha de micro-ondas é um lançamento mondial e vai trer mais inovação e beleza para a sua cozinha. Este modelo tem capacidade de 21 litros e é ideal para espaços mais compactos. O micro-ondas tem 1.200w, display digital, além de 10 ajustes de potência, que auxiliam a ajustar o equipamento para o tipo de receita que você precisa preparar. Este modelo é da categoria dos compactos e ocupa o menor espaço possível sobre o balcão, armário embutido ou armário para micro-ondas. É ideal para otimizar espaços A alta potência proporciona mais rapidez nos preparos e descongelamentos. O sistema de potência do micro-ondas vai de 1 a 10 e te auxilia a ajustar o equipamento para o tipo de alimento que você vai preparar. Descongelar pratos prontos, manter refeições aquecidas, preparar carnes e até assar bolos: você pode selecionar a potência mais indicada para o que precisa. Elimina odores internos deixados pelas refeições. Mantenha o ambiente agradável e livre de odores. A praticidade de preparar com um só clique as receitas utilizadas com mais frequência. As funções menu dia a dia e menu kids deixam sua rotina muito mais prática. Com apenas um toque, a função descongelar diversos tipos de alimentos. O menu dia a dia tem a praticidade de preparar com um só clique as receitas utilizadas com mais frequência. Já a função tira odor elimina odores internos deixados pelas refeições. Mantenha o ambiente agradável e cheiroso e seu forno micro-ondas limpo por mais tempo. Diferenciais: - capacidade de 21 litros - função tira odor: elimina odores internos deixados pelas refeições - função descongelar: com apenas 1 toque descongela diversos tipos de alimentos - função manter aquecido: mantém a sua refeição aquecida até o momento de consumí-la - menu dia a dia e menu kids: receitas pré-programadas que facilitam o preparo dos alimentos - 10 níveis de potência - função relógio - tecla iniciar + 30seg e prato giratório Dados técnicos: - voltagem: 220v - potência útil do micro-ondas: 618 w - consumo no modo micro-ondas: 1116 w - frequência de operação: 2450 mhz - capacidade: 21 litros - volume útil da cavidade: 10 litros - material: aço galvanizado e abs - medidas (axlxp): 26,2x45,5x34,8 cm - peso: 10 kg - garantia: 12 meses Conteúdo da embalagem: - forno micro-ondas mo-01-21-w - 1 suporte do prato giratório - 1 prato giratório de vidro - manual de instruções","{""capacidade"":""21 L"",""cor"":""Cinza"",""marca"":""Mondial"",""voltagem"":""220 V""}",21 L,Cinza,Mondial,,220 V,,,,,,,21 Litros,Branco,Mondial,10,220V,Micro-ondas,Não informado,MO-01-21-W,Aço galvanizado e ABS,"Tira Odor, Descongelar, Manter Aquecido, Menu Dia a Dia, Menu Kids, Relógio, Tecla Iniciar 30 Seg, Prato Giratório",Não informado,Mondial,Branco,21L,10,220V,[Tira Odor],De Bancada
lojascolombooficial||550050,Microondas,Micro-ondas de Embutir 40 Litros em Inox BMO40AR Brastemp,"O Micro-Ondas de Embutir Brastemp, 40 Litros, em Inox - BMO40AR oferece a performance que você precisa para revelar o Chef que existe em você. Ele tem capacidade de 40 litros e 58 receitas programadas, o que permite o preparo de pratos mais elaborados. Para ter alimentos crocantes por fora e macios por dentro sem usar óleo, basta usar a função Crisp. O forno ainda ajuda a preservar os nutrientes com a função vapor e a finalizar as receitas com perfeição com o recurso Gratinar. Tudo isso unido à um design italiano que deixa sua cozinha ainda mais bonita e sofisticada.<br> <br> Características:<br> Tipo: Microondas<br> Capacidade total (litros): 40 litros<br> Embutível: Sim<br> Níveis de potência: 8 (0, 90, 160, 350, 500, 650, 750, 900W)<br> Potência: 900 W<br> Painel: 8 teclas (tecla On/Off, menu, atalhos, voltar, para cima, para baixo, OK e Iniciar)<br> Potência do grill: 1600 Watts<br> Display: Digital<br> Puxadores: Sim<br> Timer: Sim<br> Relógio: Sim<br> Diâmetro do prato: 36 cm<br> Material: Capa externa inox e cavidade interna inox<br> Receitas pré-programadas: 58 receitas<br> Trava de segurança: Sim<br> Função Crisp: Sim<br> Função Vapor: Sim<br> Função descongelar: de carnes, aves, peixes, legumes e pães.<br> Consumo de energia: Classe C<br> <br> Acessórios: Prato giratório, <br> Suporte do prato giratório, <br> Panela plástica para cozimento a vapor, <br> Prato crisp<br> Pegador do prato crisp <br> Suporte para grill <br> Tampa plástica<br> <br> Dimensões:<br> Altura: 45,50 cm<br> Largura: 59,50 cm<br> Profundidade: 54,50 cm<br> Peso: 35,00 kg<br> <br> Dimensões do Nicho: <br> Altura do nicho: 45,00 cm<br> Largura do nicho:60 cm<br> Profundidade do nicho: 55 cm<br> <br> Garantia do Fornecedor: 12 meses","{""capacidade"":""40 L"",""cor"":""Inox"",""marca"":""Brastemp"",""niveis_de_potencia"":""8 Níveis"",""tipo"":""Embutir"",""voltagem"":""220 V""}",40 L,Inox,Brastemp,8 Níveis,220 V,Embutir,,,,,,40 Litros,Inox,Brastemp,"8 (0, 90, 160, 350, 500, 650, 750, 900W)",Não informado,Microondas,Não informado,BMO40AR,Capa externa inox e cavidade interna inox,"Embutível, Níveis de potência 8, Potência 900 W, Painel 8 teclas, Potência do grill 1600 Watts, Display Digital, Puxadores Sim, Timer Sim, Relógio Sim, Diâmetro do prato 36 cm, Receitas pré-programadas 58 receitas, Trava de segurança Sim, Função Crisp Sim, Função Vapor Sim, Função descongelar de carnes aves peixes legumes e pães, Consumo de energia Classe C",Não informado,Brastemp,Inox,40L,8,220V,Digital,De Embutir
magazineluiza||011356001,Microondas,Micro-ondas Midea,"Que tal preparar deliciosos pratos grelhados em poucos minutos? O micro-ondas Midea traz praticidade e charme para sua cozinha. No Menu Saúde, a exclusiva função Mais Leve permite o preparo de alimentos mais saborosos e menos calóricos; já a função Legumes permite o preparo de porções de cenoura, couve-flor, beterraba e cebola. Além disso, no menu dia a dia e no menu kids, funções pré-programadas e a função favorito permitem o preparo de receitas em poucos minutos.Tudo isso e muito mais para você aproveitar cada vez mais cada momento com a família e os amigos!","{""capacidade"":""20 L"",""marca"":""Midea"",""voltagem"":""127 V""}",20 L,,Midea,,127 V,,,,,,,Não informado,Não informado,Midea,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"Menu Saúde, função Mais Leve, função Legumes, menu dia a dia, menu kids, funções pré-programadas, função favorito",Não informado,Midea,Branco,20L,10,110V,Digital,De Bancada
vx||VX7196,Microondas,Micro-ondas Panasonic 34lt Nn-st67lsrun 900w Inox,"<p>Sabe quando você vai almoçar com alguém e precisa esperar um prato ficar pronto para esquentar o outro? A Dupla Refeição foi criada para resolver situações como essa. Com uma grelha removível, a função pode ser ativada para aquecer 300g, 500g e 700g (peso total das duas porções) em pratos diferentes. Para aproveitar, basta colocar uma refeição no prato giratório e outra na grelha.</p><p>Sabe quando você vai aquecer algo em uma xícara e, quando o micro-ondas para, ela está no fundo do aparelho com a asa virada para trás? É um dos problemas que a tecnologia Pega Fácil resolve para você. Assim que o aquecimento termina, o prato faz uma rotação para que você pegue o utensílio exatamente como o deixou.</p><p>CONTEÚDO DA EMBALAGEM:<br> - 01 - Microondas Panasonic 34L Inox - ST67LSRU<br> - 01 - Manual de Instruções</p><p>CARATERÍSTICAS:<br> - Potência de 900w.<br> - Display digital.<br> - Dimensões: 52cm de largura, 32.5cm de altura, 43cm de profundidade.<br> - Possui bloqueio de segurança.<br> - Inclui acessórios.<br> - Com descongelamento automático por peso.<br> - Possui luz no interior.<br> - Com porta espelhada.<br> - Sua eficiência energética é de A.<br> - Encontre nos seus 6 programas a função indicada para ás suas comidas.<br> - Ver características</p><p>ESPECIFICAÇÕES TÉCNICAS:<br> - Marca: Panasonic<br> - Modelo: ST67L<br> - Cor: Inox<br> - Voltagem: 110V ou 220V<br> - Capacidade em volume: 34 L<br> - Eficiência energética: A<br> - Diâmetro do prato giratório: 31.5 cm<br> - Quantidade de programas: 6<br> - Frequência elétrica: 60 Hz<br> - Acessórios incluídos: Rack removível<br> - Potência: 900 W<br> - Níveis de potência: 10<br> - Quantidade de programas de descongelamento: 2<br> - Largura x Altura x Profundidade: 52 cm x 32.5 cm x 43 cm<br> - Peso: 14.2 kg</p><p>Vianx -</p><p> Este produto possui 12 meses de garantia.<br> Imagens meramente ilustrativas.<br> A garantia é responsabilidade do fabricante e esta limita se apenas á troca de qualquer produto encontrado com defeitos de fabricação desde que tenha sido utilizado corretamente ou devidamente instalado por um Profissional Qualificado.<br> Para Medidas, Litragem e Frequência de Sintonia Personalizadas contate os nossos vendedores para possíveis alterações.</p>","{""capacidade"":""34 L"",""cor"":""Inox"",""marca"":""Panasonic"",""voltagem"":""127 V""}",34 L,Inox,Panasonic,,127 V,,,,,,,34 L,Inox,Panasonic,10,110V ou 220V,Micro-ondas,Não informado,ST67L,Não informado,"Potência de 900w, Display digital, Dimensões 52cm de largura 325cm de altura 43cm de profundidade, Possui bloqueio de segurança, Inclui acessórios, Com descongelamento automático por peso, Possui luz no interior, Com porta espelhada, Sua eficiência energética é de A, Encontre nos seus 6 programas a função indicada para ás suas comidas",Não informado,Panasonic,Inox,34L,,110V,Digital,De Bancada
valdarmoveis||94,Microondas,Micro-ondas de Embutir Fischer 25 Litros Fit Line Inox,"O sonho da cozinha planejada passa por vários detalhes. Para que você tenha mais uma opção na hora de montar seu ambiente, apresentamos o Microondas de Embutir 25 L Fit Line da Fischer. <br> Com capacidade de 25 litros, conta com as funções descongelamento (por tempo e por peso), auto menu, relógio, trava de segurança incluindo 5 níveis de potência e display digital. Um produto único no mercado, que valoriza a beleza e a modernidade das cozinhas planejadas! <br> Especificações técnicas: 5 níveis de potência Display digital <br> Controle eletrônico digital Moldura com saída de ar integrada Sistema de ventilação Painel com teclas com acabamento em aço inox Moldura com acabamento em aço inox escovado Porta com vidro preto Potência consumida 1450 W Potência do microondas 900 W Capacidade 25 L Diâmetro do prato de vidro 315 mm Lâmpada 1x25 W Prato de vidro <br> <br> Dimensões: <br> Altura: 38,5 cm <br> Largura: 66,5 cm <br> Profundidade: 38,5 cm <br> Peso: 14,15 kg <br> <br> Garantia do fornecedor: 12 meses.","{""capacidade"":""25 L"",""cor"":""Inox"",""marca"":""Fischer"",""tipo"":""Embutir"",""voltagem"":""127 V""}",25 L,Inox,Fischer,,127 V,Embutir,,,,,,25 Litros,Inox,Fischer,5 níveis,Não informado,Embutir,Aço Inox,Fit Line,Não informado,"Descongelamento por tempo e por peso, auto menu, relógio, trava de segurança, display digital",Não informado,Fischer,Inox,25L,5,110V,Digital,De Embutir
lojas-berlanda||1719,Microondas,Forno Microondas Philco Pmo26b 26 L,"Forno Microondas Philco Pmo26b 26 L<br> <br> Capacidade 26L<br> Opções Descongelar<br> eclas FIT e Manter aquecido<br> Fução potencia<br> Fução Relógio<br> Função Display<br> Sound<br> Função tira odor<br> 1400w<br> Classe A em eficiencia energética<br> Microondas Branco com puxar ergonomeco<br> <br> Dimensões do produto: <br> Altura: 28 cm<br> Largura: 48,05 cm<br> Profundidade: 72 cm<br> Peso: 12 kg<br> <br> Garantia do fornecedor: 12 meses.","{""capacidade"":""26 L"",""cor"":""Branco"",""marca"":""Philco"",""tipo"":""Mesa"",""voltagem"":""220 V""}",26 L,Branco,Philco,,220 V,Mesa,,,,,,26L,Branco,Philco,Não informado,Não informado,Não informado,Não informado,Pmo26b,Não informado,"Descongelar, eclas FIT e Manter aquecido, Fução potenciabr, Fução Relógiobr, Função Displaybr, Soundbr, Função tira odorbr, 1400wbr, Classe A em eficiencia energéticabr",Não informado,Philco,Branco,26L,,220V,"[Relógio, Display, Tira Odor]",De Bancada
engage-info||2687,Microondas,Micro-ondas de Embutir Consul CM146AE 32 Litros Preto Com Design Moderno 127V CM146AEANA,"O visual moderno deste Micro-ondas 32 litros inclui tudo o que você precisa para facilitar o seu dia a dia, incluindo receitas pré-programadas.<br><br>Especificações Técnicas<br><br>Potência (W): 1400<br>Níveis de potência: 10 opções<br>Capacidade Total (L): 32 Litros<br>Receitas pré-programadas: SIM<br>Descongelamento: Sim<br>Display: LCD<br>Timer: Sim<br>Relógio: Sim<br>Prato giratório: Sim<br>Teclas pré-programadas: Sim<br>Grill: Não<br>Marca: Consul<br>Luz interna: Sim<br>Cor: Preto<br>Tipo do produto: Micro-Ondas<br>Consumo Aproximado de Energia (kWh): 0.008<br>Eficiência Energética: A<br><br>Dimensões do Produto<br><br>Altura: 38cm<br>Largura: 56cm<br>Profundidade: 45,5cm<br><br>Garantia do Fornecedor (mês)12","{""capacidade"":""32 L"",""cor"":""Preto"",""marca"":""Consul"",""tipo"":""Embutir"",""voltagem"":""127 V""}",32 L,Preto,Consul,,127 V,Embutir,,,,,,32 Litros,Preto,Consul,10 opções,127V,Micro-Ondas,Não informado,CM146AE,Não informado,Design Moderno,Não informado,Consul,Preto,32L,10,110V,,De Embutir
casa-e-video||1733443,Microondas,Forno Micro-ondas Espelhado 35L Midea MXSA35S2 Prata 127V,Forno Micro-ondas 35L Midea MXSA35S2 Prata Espelhado 127V,"{""capacidade"":""35 L"",""cor"":""Prata"",""marca"":""Midea"",""voltagem"":""127 V""}",35 L,Prata,Midea,,127 V,,,,,,,35L,Prata,Midea,Não informado,127V,Micro-ondas,Espelhado,MXSA35S2,Não informado,Não informado,Não informado,Midea,Prata,35L,,110V,,De Bancada
magazineluiza||011353301,Microondas,Forno Microondas 35 Litros,,"{""marca"":""Panasonic""}",,,Panasonic,,,,,,,,,35 Litros,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Panasonic,Branco,35L,10,110V,,De Bancada
homepoint||SE0166,Microondas,Micro-ondas Solo 30L LG EasyClean 16 Programas 800W Branco,"PRINCIPAIS CARACTERÍSTICAS:<br>O EasyClean é um revestimento especial da cavidade que evita a penetração da gordura e respingos de comida, proporcionando uma limpeza mais rápida e com menos esforço.<br><br>ESPECIFICAÇÕES DO PRODUTO: <br>Características:<br>• Marca: LG<br>• Modelo: MS3052R<br><br>Especificações:<br>• Acabamento: Branco com puxador na porta<br>• Capacidade total: 30L<br>• Capacidade útil: 17L<br>• Potência: 800W<br>• Eficiência Energética (%): 54,9<br>• Classificação: A<br>• Modo Espera (standby) kWh/dia: 0,01<br>• Display: Vertical direita<br>• Prato Giratório<br>• Cor do Visor: Verde<br>• Visor<br>• Relógio<br>• Cor da cavidade: Cinza<br>• Peso: 14,500 Kg<br>• Dimensões do Produto [LxAxP]: 50,5 x 29,1 x 37 cm<br><br>Funções:<br>• Manter Aquecido<br>• Menu Minha Receita<br>• Cozimento Automático: 16 programas<br>• Descongelar: 4 programas<br><br>Menus:<br>• Menu Brasileiro: 8 programas<br>• Menu Light: 4 programas<br>• Menu Infantil: 4 programas<br><br>• Garantia de Fábrica: 12 Meses<br><br>IMAGENS MERAMENTE ILUSTRATIVAS<br>","{""capacidade"":""30 L"",""cor"":""Branco"",""marca"":""LG""}",30 L,Branco,LG,,,,,,,,,30L,Branco,LG,Não informado,Não informado,Solo,Branco com puxador na porta,MS3052R,Não informado,"EasyClean, 16 Programas, 800W",Não informado,LG,Branco,30L,,,Relógio,De Bancada
